"Date","Cloud"
2021-02-14,51.67237
2021-02-15,96.43162
2021-02-16,97.703026
2021-02-17,80.23766
2021-02-18,96.4362
2021-02-19,84.08012
2021-02-20,78.00862
2021-02-21,20.81099
2021-02-22,35.98957
2021-02-23,41.06085
2021-02-24,23.35952
2021-02-25,22.809952
2021-02-26,59.779263
2021-02-27,71.75302
2021-02-28,46.61075
2021-03-01,36.75606
2021-03-02,14.16247
2021-03-03,30.694557
2021-03-04,75.97837
2021-03-05,42.757057
2021-03-06,33.012917
2021-03-07,45.66784
2021-03-08,57.75951
2021-03-09,83.21942
2021-03-10,84.03263
2021-03-11,87.25514
2021-03-12,74.555664
2021-03-13,88.5664
2021-03-14,79.35082
2021-03-15,76.7305
2021-03-16,66.78058
2021-03-17,63.179207
2021-03-18,76.03128
2021-03-19,54.5857
2021-03-20,71.58546
2021-03-21,87.73476
2021-03-22,86.81675
2021-03-23,81.70488
2021-03-24,30.3619
2021-03-25,71.46634
2021-03-26,48.033035
2021-03-27,67.52594
2021-03-28,87.53555
2021-03-29,54.733517
2021-03-30,20.633041
2021-03-31,20.526007
2021-04-01,50.680004
2021-04-02,61.051388
2021-04-03,54.75843
2021-04-04,48.054253
2021-04-05,79.59937
2021-04-06,75.94211
2021-04-07,79.90831
2021-04-08,68.47322
2021-04-09,83.895805
2021-04-10,93.061516
2021-04-11,90.97697
2021-04-12,77.99072
2021-04-13,55.245686
2021-04-14,51.04834
2021-04-15,69.030396
2021-04-16,69.99887
2021-04-17,70.516884
2021-04-18,76.57207
2021-04-19,68.22223
2021-04-20,30.287584
2021-04-21,34.789253
2021-04-22,51.03463
2021-04-23,30.229214
2021-04-24,64.5933
2021-04-25,30.798948
2021-04-26,26.634102
2021-04-27,23.487335
2021-04-28,47.418507
2021-04-29,77.91023
2021-04-30,87.55021
2021-05-01,91.446785
2021-05-02,72.47829
2021-05-03,65.95709
2021-05-04,82.88075
2021-05-05,71.174965
2021-05-06,80.90738
2021-05-07,62.77458
2021-05-08,66.884415
2021-05-09,66.16792
2021-05-10,79.503456
2021-05-11,95.005905
2021-05-12,93.59369
2021-05-13,91.1627
2021-05-14,72.188255
2021-05-15,71.89714
2021-05-16,69.00486
2021-05-17,72.84445
2021-05-18,69.53623
2021-05-19,71.87034
2021-05-20,71.99119
2021-05-21,72.27884
2021-05-22,69.021545
2021-05-23,66.22584
2021-05-24,75.57241
2021-05-25,77.44887
2021-05-26,80.07118
2021-05-27,77.36466
2021-05-28,68.85112
2021-05-29,48.46998
2021-05-30,19.852203
2021-05-31,9.134383
2021-06-01,44.49772
2021-06-02,37.687183
2021-06-03,71.139534
2021-06-04,76.52855
2021-06-05,89.742386
2021-06-06,90.786514
2021-06-07,72.455826
2021-06-08,61.519547
2021-06-09,54.0589
2021-06-10,59.983265
2021-06-11,56.054195
2021-06-12,81.482254
2021-06-13,34.444004
2021-06-14,18.802835
2021-06-15,72.58145
2021-06-16,63.869076
2021-06-17,19.515728
2021-06-18,33.848175
2021-06-19,65.29316
2021-06-20,91.55058
2021-06-21,77.13405
2021-06-22,85.69586
2021-06-23,85.08212
2021-06-24,90.443985
2021-06-25,75.251236
2021-06-26,58.423775
2021-06-27,69.1629
2021-06-28,78.49434
2021-06-29,90.93941
2021-06-30,89.56315
2021-07-01,93.00128
2021-07-02,70.11635
2021-07-03,66.233604
2021-07-04,79.06482
2021-07-05,77.90089
2021-07-06,71.363106
2021-07-07,74.5935
2021-07-08,90.233086
2021-07-09,86.05581
2021-07-10,71.73701
2021-07-11,75.28236
2021-07-12,79.22507
2021-07-13,89.2228
2021-07-14,88.10402
2021-07-15,76.35289
2021-07-16,73.67066
2021-07-17,60.229683
2021-07-18,34.8614
2021-07-19,52.665813
2021-07-20,60.74439
2021-07-21,47.58075
2021-07-22,45.100918
2021-07-23,45.05182
2021-07-24,77.20124
2021-07-25,78.38699
2021-07-26,74.80873
2021-07-27,73.32534
2021-07-28,68.35528
2021-07-29,45.923534
2021-07-30,47.654465
2021-07-31,59.317947
2021-08-01,82.81122
2021-08-02,57.211926
2021-08-03,76.021515
2021-08-04,71.761795
2021-08-05,69.571205
2021-08-06,70.62004
2021-08-07,73.67365
2021-08-08,64.83714
2021-08-09,65.50903
2021-08-10,62.73621
2021-08-11,47.7059
2021-08-12,55.295303
2021-08-13,67.37941
2021-08-14,35.106762
2021-08-15,59.103996
2021-08-16,76.676735
2021-08-17,83.32552
2021-08-18,87.141174
2021-08-19,84.11423
2021-08-20,60.627148
2021-08-21,64.71511
2021-08-22,89.56855
2021-08-23,61.735653
2021-08-24,54.88105
2021-08-25,59.38898
2021-08-26,71.030785
2021-08-27,77.05964
2021-08-28,91.02979
2021-08-29,96.13341
2021-08-30,81.55746
2021-08-31,65.04647
2021-09-01,58.905746
2021-09-02,35.880714
2021-09-03,13.5141325
2021-09-04,37.46385
2021-09-05,33.43968
2021-09-06,57.830666
2021-09-07,70.10799
2021-09-08,9.510237
2021-09-09,20.616508
2021-09-10,68.62492
2021-09-11,80.905975
2021-09-12,76.35319
2021-09-13,76.458466
2021-09-14,63.15825
2021-09-15,93.356544
2021-09-16,82.97017
2021-09-17,73.83882
2021-09-18,69.29025
2021-09-19,80.545204
2021-09-20,81.63576
2021-09-21,91.02419
2021-09-22,73.985245
2021-09-23,57.26947
2021-09-24,64.26723
2021-09-25,48.76608
2021-09-26,72.1904
2021-09-27,84.79729
2021-09-28,83.058136
2021-09-29,72.582306
2021-09-30,65.21037
2021-10-01,74.50684
2021-10-02,89.128235
2021-10-03,98.21297
2021-10-04,90.13619
2021-10-05,91.64203
2021-10-06,64.197945
2021-10-07,58.593853
2021-10-08,48.348118
2021-10-09,15.93688
2021-10-10,32.68838
2021-10-11,73.676636
2021-10-12,66.929115
2021-10-13,75.37618
2021-10-14,89.85732
2021-10-15,68.10147
2021-10-16,69.45694
2021-10-17,90.86641
2021-10-18,88.67535
2021-10-19,88.256584
2021-10-20,78.92189
2021-10-21,72.708244
2021-10-22,57.7801
2021-10-23,60.72593
2021-10-24,24.554405
2021-10-25,57.618156
2021-10-26,81.47814
2021-10-27,84.98179
2021-10-28,33.007267
2021-10-29,50.50171
2021-10-30,84.263016
2021-10-31,82.6134
2021-11-01,78.25609
2021-11-02,77.130905
2021-11-03,92.94261
2021-11-04,94.81486
2021-11-05,74.50824
2021-11-06,83.249374
2021-11-07,82.977646
2021-11-08,80.07631
2021-11-09,55.004997
2021-11-10,71.504364
2021-11-11,66.076546
2021-11-12,77.13876
2021-11-13,92.3243
2021-11-14,94.69431
2021-11-15,91.36023
2021-11-16,94.42436
2021-11-17,91.1314
2021-11-18,95.20073
2021-11-19,92.741684
2021-11-20,86.51075
2021-11-21,80.041595
2021-11-22,54.66414
2021-11-23,70.28088
2021-11-24,70.7186
2021-11-25,78.93464
2021-11-26,93.37254
2021-11-27,84.133224
2021-11-28,84.051155
2021-11-29,81.32785
2021-11-30,94.9742
2021-12-01,95.081505
2021-12-02,69.668755
2021-12-03,83.4775
2021-12-04,97.55109
2021-12-05,87.121376
2021-12-06,85.90203
2021-12-07,87.03145
2021-12-08,98.04302
2021-12-09,91.415985
2021-12-10,83.07898
2021-12-11,78.418755
2021-12-12,94.500534
2021-12-13,95.372406
2021-12-14,98.12063
2021-12-15,94.59212
2021-12-16,84.29108
2021-12-17,89.68965
2021-12-18,88.09723
2021-12-19,79.41368
2021-12-20,38.849293
2021-12-21,52.90582
2021-12-22,78.02684
2021-12-23,98.2314
2021-12-24,93.36072
2021-12-25,59.191414
2021-12-26,62.445877
2021-12-27,86.1633
2021-12-28,92.10846
2021-12-29,98.584915
2021-12-30,97.39331
2021-12-31,77.37209
2022-01-01,86.685715
2022-01-02,86.460526
2022-01-03,82.4428
2022-01-04,91.75858
2022-01-05,76.56632
2022-01-06,42.38634
2022-01-07,89.767456
2022-01-08,81.57863
2022-01-09,92.09536
2022-01-10,73.82103
2022-01-11,78.56394
2022-01-12,80.975655
2022-01-13,69.575806
2022-01-14,53.739315
2022-01-15,71.97072
2022-01-16,89.02935
2022-01-17,81.16864
2022-01-18,81.528824
2022-01-19,72.88387
2022-01-20,58.527412
2022-01-21,64.44776
2022-01-22,96.88542
2022-01-23,89.76889
2022-01-24,71.60958
2022-01-25,80.39512
2022-01-26,88.52168
2022-01-27,84.81356
2022-01-28,71.26122
2022-01-29,92.408264
2022-01-30,66.00535
2022-01-31,92.42651
2022-02-01,92.40043
2022-02-02,71.960075
2022-02-03,97.47451
2022-02-04,91.020645
2022-02-05,71.516205
2022-02-06,97.232346
2022-02-07,54.069263
2022-02-08,88.98035
2022-02-09,73.606125
2022-02-10,75.15525
2022-02-11,59.399902
2022-02-12,51.01634
2022-02-13,58.53687
2022-02-14,63.633324
2022-02-15,81.11603
2022-02-16,98.21135
2022-02-17,63.886482
2022-02-18,78.813705
2022-02-19,66.94
2022-02-20,97.64617
2022-02-21,81.119514
2022-02-22,79.44172
2022-02-23,36.84495
2022-02-24,82.64304
2022-02-25,62.49297
2022-02-26,46.895466
2022-02-27,15.553424
2022-02-28,6.90494
2022-03-01,44.175453
2022-03-02,51.440895
2022-03-03,21.553988
2022-03-04,37.106533
2022-03-05,42.465805
2022-03-06,66.66581
2022-03-07,25.61996
2022-03-08,13.130621
2022-03-09,8.508788
2022-03-10,5.250186
2022-03-11,10.477595
2022-03-12,43.46886
2022-03-13,25.246702
2022-03-14,65.04347
2022-03-15,88.33223
2022-03-16,67.094635
2022-03-17,81.5069
2022-03-18,38.822723
2022-03-19,22.447216
2022-03-20,18.562643
2022-03-21,11.789949
2022-03-22,8.034583
2022-03-23,0.34815875
2022-03-24,1.93097
2022-03-25,3.0597825
2022-03-26,23.480967
2022-03-27,21.791325
2022-03-28,33.944
2022-03-29,87.392975
2022-03-30,90.943634
2022-03-31,97.04293
2022-04-01,98.7169
2022-04-02,88.98765
2022-04-03,61.30436
2022-04-04,89.4589
2022-04-05,97.23647
2022-04-06,92.53836
2022-04-07,81.3437
2022-04-08,90.85128
2022-04-09,58.730606
2022-04-10,50.665054
2022-04-11,66.78538
2022-04-12,89.080055
2022-04-13,88.03523
2022-04-14,77.1478
2022-04-15,78.43368
2022-04-16,41.509037
2022-04-17,22.730844
2022-04-18,18.749609
2022-04-19,39.80213
2022-04-20,49.729073
2022-04-21,70.134315
2022-04-22,55.47045
2022-04-23,49.150566
2022-04-24,65.30185
2022-04-25,77.355804
2022-04-26,65.300804
2022-04-27,47.793545
2022-04-28,32.67547
2022-04-29,80.82235
2022-04-30,85.822754
2022-05-01,76.62865
2022-05-02,50.603935
2022-05-03,45.389694
2022-05-04,65.53301
2022-05-05,72.46946
2022-05-06,62.551346
2022-05-07,56.87487
2022-05-08,36.460716
2022-05-09,26.146257
2022-05-10,80.76355
2022-05-11,58.251575
2022-05-12,63.344753
2022-05-13,69.266716
2022-05-14,41.591175
2022-05-15,49.285774
2022-05-16,84.5768
2022-05-17,66.87102
2022-05-18,57.297318
2022-05-19,85.2493
2022-05-20,90.54556
2022-05-21,68.18267
2022-05-22,73.850815
2022-05-23,89.81222
2022-05-24,74.58321
2022-05-25,63.443684
2022-05-26,74.960556
2022-05-27,65.97328
2022-05-28,57.25587
2022-05-29,65.46164
2022-05-30,61.242214
2022-05-31,65.92098
2022-06-01,58.506382
2022-06-02,48.41455
2022-06-03,63.17838
2022-06-04,65.192894
2022-06-05,84.20079
2022-06-06,72.441444
2022-06-07,71.24799
2022-06-08,76.99905
2022-06-09,72.47881
2022-06-10,51.50718
2022-06-11,41.380116
2022-06-12,44.211357
2022-06-13,49.074795
2022-06-14,57.01221
2022-06-15,36.559574
2022-06-16,51.639366
2022-06-17,83.65131
2022-06-18,52.24557
2022-06-19,62.22371
2022-06-20,65.05415
2022-06-21,52.520744
2022-06-22,57.504086
2022-06-23,29.774103
2022-06-24,67.46079
2022-06-25,66.77161
2022-06-26,67.250404
2022-06-27,87.29421
2022-06-28,67.780815
2022-06-29,68.67889
2022-06-30,68.72885
2022-07-01,76.62246
2022-07-02,22.981596
2022-07-03,30.573322
2022-07-04,50.88556
2022-07-05,44.572983
2022-07-06,67.83909
2022-07-07,82.45445
2022-07-08,67.814606
2022-07-09,78.80891
2022-07-10,75.535484
2022-07-11,69.07851
2022-07-12,62.826637
2022-07-13,67.82979
2022-07-14,58.507877
2022-07-15,54.26873
2022-07-16,37.59487
2022-07-17,49.369743
2022-07-18,53.75377
2022-07-19,8.712809
2022-07-20,51.198917
2022-07-21,66.529495
2022-07-22,69.131454
2022-07-23,65.47017
2022-07-24,42.48985
2022-07-25,54.826054
2022-07-26,66.83183
2022-07-27,66.01605
2022-07-28,73.23489
2022-07-29,78.961266
2022-07-30,61.492065
2022-07-31,64.52647
2022-08-01,68.54789
2022-08-02,72.874214
2022-08-03,34.234398
2022-08-04,51.86677
2022-08-05,80.13142
2022-08-06,48.920258
2022-08-07,40.675064
2022-08-08,31.616604
2022-08-09,24.608688
2022-08-10,23.39988
2022-08-11,21.869776
2022-08-12,17.940985
2022-08-13,45.678448
2022-08-14,57.379044
2022-08-15,65.174
2022-08-16,42.170525
2022-08-17,81.498024
2022-08-18,90.795906
2022-08-19,88.93854
2022-08-20,79.68572
2022-08-21,58.272972
2022-08-22,57.13205
2022-08-23,36.725063
2022-08-24,39.82252
2022-08-25,44.206787
2022-08-26,77.5126
2022-08-27,87.54209
2022-08-28,58.03276
2022-08-29,58.837288
2022-08-30,69.10233
2022-08-31,71.16529
2022-09-01,43.586784
2022-09-02,41.789177
2022-09-03,65.21584
2022-09-04,53.281616
2022-09-05,67.04522
2022-09-06,77.85573
2022-09-07,88.557175
2022-09-08,81.82258
2022-09-09,69.19556
2022-09-10,82.822914
2022-09-11,62.00893
2022-09-12,64.95966
2022-09-13,86.08513
2022-09-14,95.32893
2022-09-15,74.68568
2022-09-16,62.367207
2022-09-17,78.951225
2022-09-18,83.43319
2022-09-19,69.356766
2022-09-20,48.236877
2022-09-21,39.61968
2022-09-22,34.777447
2022-09-23,82.12067
2022-09-24,91.41689
2022-09-25,77.21451
2022-09-26,86.53228
2022-09-27,92.3941
2022-09-28,80.84007
2022-09-29,71.43955
2022-09-30,49.304718
