"Territory","SHORTNAME","ISO3","Date","HDD18"
"Germany","GERMANY","DEU",2020-07-18,0.287046492099762
"Germany","GERMANY","DEU",2020-07-19,0.0183660965412855
"Germany","GERMANY","DEU",2020-07-20,0.451829254627228
"Germany","GERMANY","DEU",2020-07-21,1.31584417819977
"Germany","GERMANY","DEU",2020-07-22,1.34650385379791
"Germany","GERMANY","DEU",2020-07-23,0.308380603790283
"Germany","GERMANY","DEU",2020-07-24,0.0722009763121605
"Germany","GERMANY","DEU",2020-07-25,0.0196452643722296
"Germany","GERMANY","DEU",2020-07-26,0.0656289681792259
"Germany","GERMANY","DEU",2020-07-27,0.0441816784441471
"Germany","GERMANY","DEU",2020-07-28,0.0270677581429482
"Germany","GERMANY","DEU",2020-07-29,0.657190978527069
"Germany","GERMANY","DEU",2020-07-30,0.451644539833069
"Germany","GERMANY","DEU",2020-07-31,0.0298520289361477
"Germany","GERMANY","DEU",2020-08-01,1.95657576114172e-05
"Germany","GERMANY","DEU",2020-08-02,0.0310704950243235
"Germany","GERMANY","DEU",2020-08-03,1.33835279941559
"Germany","GERMANY","DEU",2020-08-04,1.91445589065552
"Germany","GERMANY","DEU",2020-08-05,0.481783837080002
"Germany","GERMANY","DEU",2020-08-06,0.020469956099987
"Germany","GERMANY","DEU",2020-08-07,0.00050246663158759
"Germany","GERMANY","DEU",2020-08-08,0.00045925402082502
"Germany","GERMANY","DEU",2020-08-09,0.00039182027103379
"Germany","GERMANY","DEU",2020-08-10,0.00024113598919939
"Germany","GERMANY","DEU",2020-08-11,0.00031068047974258
"Germany","GERMANY","DEU",2020-08-12,0.00016384992341045
"Germany","GERMANY","DEU",2020-08-13,0.00358066451735794
"Germany","GERMANY","DEU",2020-08-14,0.0105772791430354
"Germany","GERMANY","DEU",2020-08-15,0.00305733387358486
"Germany","GERMANY","DEU",2020-08-16,0.00145203608553856
"Germany","GERMANY","DEU",2020-08-17,0.0263916254043579
"Germany","GERMANY","DEU",2020-08-18,0.0697536543011665
"Germany","GERMANY","DEU",2020-08-19,0.0238565001636744
"Germany","GERMANY","DEU",2020-08-20,0.0001227000466315
"Germany","GERMANY","DEU",2020-08-21,0
"Germany","GERMANY","DEU",2020-08-22,0.00662568025290966
"Germany","GERMANY","DEU",2020-08-23,0.400543481111526
"Germany","GERMANY","DEU",2020-08-24,1.58019113540649
"Germany","GERMANY","DEU",2020-08-25,0.882784843444824
"Germany","GERMANY","DEU",2020-08-26,0.58058750629425
"Germany","GERMANY","DEU",2020-08-27,1.48461544513702
"Germany","GERMANY","DEU",2020-08-28,1.22927212715149
"Germany","GERMANY","DEU",2020-08-29,2.32850885391235
"Germany","GERMANY","DEU",2020-08-30,3.10073518753052
"Germany","GERMANY","DEU",2020-08-31,3.15832901000977
"Germany","GERMANY","DEU",2020-09-01,3.8324499130249
"Germany","GERMANY","DEU",2020-09-02,3.83822870254517
"Germany","GERMANY","DEU",2020-09-03,2.84354829788208
"Germany","GERMANY","DEU",2020-09-04,0.146272346377373
"Germany","GERMANY","DEU",2020-09-05,2.08533835411072
"Germany","GERMANY","DEU",2020-09-06,4.16394329071045
"Germany","GERMANY","DEU",2020-09-07,3.8499608039856
"Germany","GERMANY","DEU",2020-09-08,2.01033616065979
"Germany","GERMANY","DEU",2020-09-09,0.554981648921967
"Germany","GERMANY","DEU",2020-09-10,2.55996704101562
"Germany","GERMANY","DEU",2020-09-11,2.15551567077637
"Germany","GERMANY","DEU",2020-09-12,1.31026494503021
"Germany","GERMANY","DEU",2020-09-13,0.618852555751801
"Germany","GERMANY","DEU",2020-09-14,0.0204972885549068
"Germany","GERMANY","DEU",2020-09-15,0.00517083937302231
"Germany","GERMANY","DEU",2020-09-16,0.142721265554428
"Germany","GERMANY","DEU",2020-09-17,2.88013291358948
"Germany","GERMANY","DEU",2020-09-18,3.86914014816284
"Germany","GERMANY","DEU",2020-09-19,3.17993760108948
"Germany","GERMANY","DEU",2020-09-20,2.68777918815613
"Germany","GERMANY","DEU",2020-09-21,2.04335999488831
"Germany","GERMANY","DEU",2020-09-22,1.18158793449402
"Germany","GERMANY","DEU",2020-09-23,1.01604449748993
"Germany","GERMANY","DEU",2020-09-24,2.05673336982727
"Germany","GERMANY","DEU",2020-09-25,6.81562805175781
"Germany","GERMANY","DEU",2020-09-26,9.06911373138428
"Germany","GERMANY","DEU",2020-09-27,8.16464138031006
"Germany","GERMANY","DEU",2020-09-28,7.52068185806274
"Germany","GERMANY","DEU",2020-09-29,6.56383657455444
"Germany","GERMANY","DEU",2020-09-30,4.91415500640869
"Germany","GERMANY","DEU",2020-10-01,5.38536167144775
"Germany","GERMANY","DEU",2020-10-02,4.17978858947754
"Germany","GERMANY","DEU",2020-10-03,4.82941675186157
"Germany","GERMANY","DEU",2020-10-04,6.36690855026245
"Germany","GERMANY","DEU",2020-10-05,6.95855712890625
"Germany","GERMANY","DEU",2020-10-06,6.31226301193237
"Germany","GERMANY","DEU",2020-10-07,6.64923238754272
"Germany","GERMANY","DEU",2020-10-08,5.7628002166748
"Germany","GERMANY","DEU",2020-10-09,5.42526817321777
"Germany","GERMANY","DEU",2020-10-10,8.77652549743652
"Germany","GERMANY","DEU",2020-10-11,10.554217338562
"Germany","GERMANY","DEU",2020-10-12,10.3034610748291
"Germany","GERMANY","DEU",2020-10-13,10.6498365402222
"Germany","GERMANY","DEU",2020-10-14,10.4886407852173
"Germany","GERMANY","DEU",2020-10-15,9.92255306243896
"Germany","GERMANY","DEU",2020-10-16,10.0122165679932
"Germany","GERMANY","DEU",2020-10-17,10.7043857574463
"Germany","GERMANY","DEU",2020-10-18,10.4944219589233
"Germany","GERMANY","DEU",2020-10-19,10.1129608154297
"Germany","GERMANY","DEU",2020-10-20,9.15643215179443
"Germany","GERMANY","DEU",2020-10-21,4.84418916702271
"Germany","GERMANY","DEU",2020-10-22,3.20103430747986
"Germany","GERMANY","DEU",2020-10-23,4.93069219589233
"Germany","GERMANY","DEU",2020-10-24,5.64243984222412
"Germany","GERMANY","DEU",2020-10-25,6.41096639633179
"Germany","GERMANY","DEU",2020-10-26,8.68714332580566
"Germany","GERMANY","DEU",2020-10-27,9.36886596679688
"Germany","GERMANY","DEU",2020-10-28,7.74506902694702
"Germany","GERMANY","DEU",2020-10-29,8.32672691345215
"Germany","GERMANY","DEU",2020-10-30,5.94605541229248
"Germany","GERMANY","DEU",2020-10-31,5.92660093307495
"Germany","GERMANY","DEU",2020-11-01,5.15300798416138
"Germany","GERMANY","DEU",2020-11-02,1.3646844625473
"Germany","GERMANY","DEU",2020-11-03,7.53985500335693
"Germany","GERMANY","DEU",2020-11-04,11.2367458343506
"Germany","GERMANY","DEU",2020-11-05,12.5703220367432
"Germany","GERMANY","DEU",2020-11-06,11.9056167602539
"Germany","GERMANY","DEU",2020-11-07,11.5932397842407
"Germany","GERMANY","DEU",2020-11-08,11.0052528381348
"Germany","GERMANY","DEU",2020-11-09,10.8448514938354
"Germany","GERMANY","DEU",2020-11-10,12.1295394897461
"Germany","GERMANY","DEU",2020-11-11,10.9638776779175
"Germany","GERMANY","DEU",2020-11-12,9.97951126098633
"Germany","GERMANY","DEU",2020-11-13,9.59991359710693
"Germany","GERMANY","DEU",2020-11-14,7.17657613754272
"Germany","GERMANY","DEU",2020-11-15,7.22909069061279
"Germany","GERMANY","DEU",2020-11-16,8.61396312713623
"Germany","GERMANY","DEU",2020-11-17,8.6519718170166
"Germany","GERMANY","DEU",2020-11-18,8.76045322418213
"Germany","GERMANY","DEU",2020-11-19,10.3006076812744
"Germany","GERMANY","DEU",2020-11-20,14.821346282959
"Germany","GERMANY","DEU",2020-11-21,15.2886352539062
"Germany","GERMANY","DEU",2020-11-22,12.7686424255371
"Germany","GERMANY","DEU",2020-11-23,12.8603715896606
"Germany","GERMANY","DEU",2020-11-24,14.0436401367188
"Germany","GERMANY","DEU",2020-11-25,15.0869579315186
"Germany","GERMANY","DEU",2020-11-26,14.3678340911865
"Germany","GERMANY","DEU",2020-11-27,15.201621055603
"Germany","GERMANY","DEU",2020-11-28,16.4049034118652
"Germany","GERMANY","DEU",2020-11-29,17.7148494720459
"Germany","GERMANY","DEU",2020-11-30,18.6218166351318
"Germany","GERMANY","DEU",2020-12-01,15.9341516494751
"Germany","GERMANY","DEU",2020-12-02,17.0985851287842
"Germany","GERMANY","DEU",2020-12-03,17.3042869567871
"Germany","GERMANY","DEU",2020-12-04,15.79807472229
"Germany","GERMANY","DEU",2020-12-05,15.7619209289551
"Germany","GERMANY","DEU",2020-12-06,15.1505756378174
"Germany","GERMANY","DEU",2020-12-07,14.8069124221802
"Germany","GERMANY","DEU",2020-12-08,16.0206565856934
"Germany","GERMANY","DEU",2020-12-09,16.6962718963623
"Germany","GERMANY","DEU",2020-12-10,17.6611499786377
"Germany","GERMANY","DEU",2020-12-11,16.8426094055176
"Germany","GERMANY","DEU",2020-12-12,14.4642925262451
"Germany","GERMANY","DEU",2020-12-13,13.2841014862061
"Germany","GERMANY","DEU",2020-12-14,12.8536291122437
"Germany","GERMANY","DEU",2020-12-15,11.9402694702148
"Germany","GERMANY","DEU",2020-12-16,11.6579818725586
"Germany","GERMANY","DEU",2020-12-17,11.9778242111206
"Germany","GERMANY","DEU",2020-12-18,13.2535953521729
"Germany","GERMANY","DEU",2020-12-19,13.1499500274658
"Germany","GERMANY","DEU",2020-12-20,12.862922668457
"Germany","GERMANY","DEU",2020-12-21,12.4659862518311
"Germany","GERMANY","DEU",2020-12-22,7.59036159515381
"Germany","GERMANY","DEU",2020-12-23,8.462965965271
"Germany","GERMANY","DEU",2020-12-24,12.5103225708008
"Germany","GERMANY","DEU",2020-12-25,16.677734375
"Germany","GERMANY","DEU",2020-12-26,17.3995513916016
"Germany","GERMANY","DEU",2020-12-27,16.7408123016357
"Germany","GERMANY","DEU",2020-12-28,15.6124477386475
"Germany","GERMANY","DEU",2020-12-29,15.9555139541626
"Germany","GERMANY","DEU",2020-12-30,15.8012456893921
"Germany","GERMANY","DEU",2020-12-31,16.4658012390137
"Germany","GERMANY","DEU",2021-01-01,16.8020553588867
"Germany","GERMANY","DEU",2021-01-02,16.9310188293457
"Germany","GERMANY","DEU",2021-01-03,17.1634407043457
"Germany","GERMANY","DEU",2021-01-04,17.4803218841553
"Germany","GERMANY","DEU",2021-01-05,17.1755504608154
"Germany","GERMANY","DEU",2021-01-06,17.2897186279297
"Germany","GERMANY","DEU",2021-01-07,17.6388530731201
"Germany","GERMANY","DEU",2021-01-08,17.9452838897705
"Germany","GERMANY","DEU",2021-01-09,18.5308322906494
"Germany","GERMANY","DEU",2021-01-10,19.119873046875
"Germany","GERMANY","DEU",2021-01-11,19.2510604858398
"Germany","GERMANY","DEU",2021-01-12,16.329517364502
"Germany","GERMANY","DEU",2021-01-13,16.7974700927734
"Germany","GERMANY","DEU",2021-01-14,17.8072319030762
"Germany","GERMANY","DEU",2021-01-15,19.4460678100586
"Germany","GERMANY","DEU",2021-01-16,20.1796817779541
"Germany","GERMANY","DEU",2021-01-17,19.5011425018311
"Germany","GERMANY","DEU",2021-01-18,16.4339275360107
"Germany","GERMANY","DEU",2021-01-19,15.0714683532715
"Germany","GERMANY","DEU",2021-01-20,12.707631111145
"Germany","GERMANY","DEU",2021-01-21,10.9958267211914
"Germany","GERMANY","DEU",2021-01-22,12.7395105361938
"Germany","GERMANY","DEU",2021-01-23,16.1982498168945
"Germany","GERMANY","DEU",2021-01-24,17.6965942382812
"Germany","GERMANY","DEU",2021-01-25,18.4867534637451
"Germany","GERMANY","DEU",2021-01-26,17.4403915405273
"Germany","GERMANY","DEU",2021-01-27,17.3569374084473
"Germany","GERMANY","DEU",2021-01-28,14.622181892395
"Germany","GERMANY","DEU",2021-01-29,13.465126991272
"Germany","GERMANY","DEU",2021-01-30,16.8116626739502
"Germany","GERMANY","DEU",2021-01-31,19.6362552642822
"Germany","GERMANY","DEU",2021-02-01,17.2567195892334
"Germany","GERMANY","DEU",2021-02-02,13.6320486068726
"Germany","GERMANY","DEU",2021-02-03,10.7217674255371
"Germany","GERMANY","DEU",2021-02-04,12.8810920715332
"Germany","GERMANY","DEU",2021-02-05,13.7632102966309
"Germany","GERMANY","DEU",2021-02-06,15.5805959701538
"Germany","GERMANY","DEU",2021-02-07,19.5466899871826
"Germany","GERMANY","DEU",2021-02-08,22.8733024597168
"Germany","GERMANY","DEU",2021-02-09,25.0578098297119
"Germany","GERMANY","DEU",2021-02-10,25.1790828704834
"Germany","GERMANY","DEU",2021-02-11,24.9910430908203
"Germany","GERMANY","DEU",2021-02-12,25.9920463562012
"Germany","GERMANY","DEU",2021-02-13,25.8448829650879
"Germany","GERMANY","DEU",2021-02-14,23.9146289825439
"Germany","GERMANY","DEU",2021-02-15,19.870189666748
"Germany","GERMANY","DEU",2021-02-16,13.9757890701294
"Germany","GERMANY","DEU",2021-02-17,11.7794933319092
"Germany","GERMANY","DEU",2021-02-18,12.0313301086426
"Germany","GERMANY","DEU",2021-02-19,11.8099727630615
"Germany","GERMANY","DEU",2021-02-20,9.7213830947876
"Germany","GERMANY","DEU",2021-02-21,9.25893306732178
"Germany","GERMANY","DEU",2021-02-22,10.2125120162964
"Germany","GERMANY","DEU",2021-02-23,7.55889987945557
"Germany","GERMANY","DEU",2021-02-24,6.54529905319214
"Germany","GERMANY","DEU",2021-02-25,7.16376113891602
"Germany","GERMANY","DEU",2021-02-26,11.3107452392578
"Germany","GERMANY","DEU",2021-02-27,13.9186935424805
"Germany","GERMANY","DEU",2021-02-28,14.129508972168
"Germany","GERMANY","DEU",2021-03-01,13.7700309753418
"Germany","GERMANY","DEU",2021-03-02,12.7003326416016
"Germany","GERMANY","DEU",2021-03-03,11.7083339691162
"Germany","GERMANY","DEU",2021-03-04,12.6703071594238
"Germany","GERMANY","DEU",2021-03-05,16.3280296325684
"Germany","GERMANY","DEU",2021-03-06,17.3225173950195
"Germany","GERMANY","DEU",2021-03-07,16.5067710876465
"Germany","GERMANY","DEU",2021-03-08,16.3966197967529
"Germany","GERMANY","DEU",2021-03-09,16.1167259216309
"Germany","GERMANY","DEU",2021-03-10,13.778021812439
"Germany","GERMANY","DEU",2021-03-11,10.1957874298096
"Germany","GERMANY","DEU",2021-03-12,11.8220300674438
"Germany","GERMANY","DEU",2021-03-13,12.1358509063721
"Germany","GERMANY","DEU",2021-03-14,13.9253549575806
"Germany","GERMANY","DEU",2021-03-15,13.8376379013062
"Germany","GERMANY","DEU",2021-03-16,14.1764345169067
"Germany","GERMANY","DEU",2021-03-17,15.5901889801025
"Germany","GERMANY","DEU",2021-03-18,16.4474754333496
"Germany","GERMANY","DEU",2021-03-19,16.7836265563965
"Germany","GERMANY","DEU",2021-03-20,17.36496925354
"Germany","GERMANY","DEU",2021-03-21,14.2293491363525
"Germany","GERMANY","DEU",2021-03-22,13.9281368255615
"Germany","GERMANY","DEU",2021-03-23,12.9071025848389
"Germany","GERMANY","DEU",2021-03-24,11.06960105896
"Germany","GERMANY","DEU",2021-03-25,9.8059892654419
"Germany","GERMANY","DEU",2021-03-26,8.16167640686035
"Germany","GERMANY","DEU",2021-03-27,11.694465637207
"Germany","GERMANY","DEU",2021-03-28,10.0876264572144
"Germany","GERMANY","DEU",2021-03-29,5.92382526397705
"Germany","GERMANY","DEU",2021-03-30,5.20618915557861
"Germany","GERMANY","DEU",2021-03-31,3.84018707275391
"Germany","GERMANY","DEU",2021-04-01,5.56248950958252
"Germany","GERMANY","DEU",2021-04-02,11.3912916183472
"Germany","GERMANY","DEU",2021-04-03,12.4023599624634
"Germany","GERMANY","DEU",2021-04-04,13.0973491668701
"Germany","GERMANY","DEU",2021-04-05,14.8966512680054
"Germany","GERMANY","DEU",2021-04-06,17.492036819458
"Germany","GERMANY","DEU",2021-04-07,16.8490619659424
"Germany","GERMANY","DEU",2021-04-08,14.9166221618652
"Germany","GERMANY","DEU",2021-04-09,10.8064546585083
"Germany","GERMANY","DEU",2021-04-10,9.98696517944336
"Germany","GERMANY","DEU",2021-04-11,9.64530181884766
"Germany","GERMANY","DEU",2021-04-12,14.9300956726074
"Germany","GERMANY","DEU",2021-04-13,15.0114164352417
"Germany","GERMANY","DEU",2021-04-14,15.2485208511353
"Germany","GERMANY","DEU",2021-04-15,14.7724609375
"Germany","GERMANY","DEU",2021-04-16,13.3227806091309
"Germany","GERMANY","DEU",2021-04-17,12.0675144195557
"Germany","GERMANY","DEU",2021-04-18,10.710789680481
"Germany","GERMANY","DEU",2021-04-19,9.90347671508789
"Germany","GERMANY","DEU",2021-04-20,8.58907032012939
"Germany","GERMANY","DEU",2021-04-21,8.5232982635498
"Germany","GERMANY","DEU",2021-04-22,10.8249912261963
"Germany","GERMANY","DEU",2021-04-23,10.4847593307495
"Germany","GERMANY","DEU",2021-04-24,10.0132961273193
"Germany","GERMANY","DEU",2021-04-25,11.0623750686646
"Germany","GERMANY","DEU",2021-04-26,11.199273109436
"Germany","GERMANY","DEU",2021-04-27,9.77705001831055
"Germany","GERMANY","DEU",2021-04-28,6.6349458694458
"Germany","GERMANY","DEU",2021-04-29,7.92240238189697
"Germany","GERMANY","DEU",2021-04-30,10.3316650390625
"Germany","GERMANY","DEU",2021-05-01,9.71154022216797
"Germany","GERMANY","DEU",2021-05-02,11.1705846786499
"Germany","GERMANY","DEU",2021-05-03,10.4663639068604
"Germany","GERMANY","DEU",2021-05-04,8.42984580993652
"Germany","GERMANY","DEU",2021-05-05,11.0938930511475
"Germany","GERMANY","DEU",2021-05-06,11.3539943695068
"Germany","GERMANY","DEU",2021-05-07,11.5900497436523
"Germany","GERMANY","DEU",2021-05-08,8.34237384796143
"Germany","GERMANY","DEU",2021-05-09,0.240947484970093
"Germany","GERMANY","DEU",2021-05-10,0.76584130525589
"Germany","GERMANY","DEU",2021-05-11,4.15388631820679
"Germany","GERMANY","DEU",2021-05-12,6.13254594802856
"Germany","GERMANY","DEU",2021-05-13,6.90121793746948
"Germany","GERMANY","DEU",2021-05-14,6.97245597839355
"Germany","GERMANY","DEU",2021-05-15,7.41703367233276
"Germany","GERMANY","DEU",2021-05-16,7.00510883331299
"Germany","GERMANY","DEU",2021-05-17,7.14270830154419
"Germany","GERMANY","DEU",2021-05-18,7.54810428619385
"Germany","GERMANY","DEU",2021-05-19,7.94510841369629
"Germany","GERMANY","DEU",2021-05-20,6.78586626052856
"Germany","GERMANY","DEU",2021-05-21,5.52330112457275
"Germany","GERMANY","DEU",2021-05-22,7.03852939605713
"Germany","GERMANY","DEU",2021-05-23,7.11717081069946
"Germany","GERMANY","DEU",2021-05-24,5.53882598876953
"Germany","GERMANY","DEU",2021-05-25,8.14977741241455
"Germany","GERMANY","DEU",2021-05-26,7.82480049133301
"Germany","GERMANY","DEU",2021-05-27,7.73609066009521
"Germany","GERMANY","DEU",2021-05-28,6.27282476425171
"Germany","GERMANY","DEU",2021-05-29,5.83972454071045
"Germany","GERMANY","DEU",2021-05-30,4.76663780212402
"Germany","GERMANY","DEU",2021-05-31,3.41831016540527
"Germany","GERMANY","DEU",2021-06-01,1.66610872745514
"Germany","GERMANY","DEU",2021-06-02,0.459460347890854
"Germany","GERMANY","DEU",2021-06-03,0.0239217672497034
"Germany","GERMANY","DEU",2021-06-04,0.035760723054409
"Germany","GERMANY","DEU",2021-06-05,0.537515461444855
"Germany","GERMANY","DEU",2021-06-06,1.98206865787506
"Germany","GERMANY","DEU",2021-06-07,1.17785429954529
"Germany","GERMANY","DEU",2021-06-08,0.34193167090416
"Germany","GERMANY","DEU",2021-06-09,0.204423382878304
"Germany","GERMANY","DEU",2021-06-10,0.143787398934364
"Germany","GERMANY","DEU",2021-06-11,0.0379894636571407
"Germany","GERMANY","DEU",2021-06-12,0.334074199199677
"Germany","GERMANY","DEU",2021-06-13,2.0408046245575
"Germany","GERMANY","DEU",2021-06-14,0.231019169092178
"Germany","GERMANY","DEU",2021-06-15,0.226061344146729
"Germany","GERMANY","DEU",2021-06-16,0.0109978569671512
"Germany","GERMANY","DEU",2021-06-17,0
"Germany","GERMANY","DEU",2021-06-18,9.45162319112569e-05
"Germany","GERMANY","DEU",2021-06-19,0.0001414918951923
"Germany","GERMANY","DEU",2021-06-20,0.00733926333487033
"Germany","GERMANY","DEU",2021-06-21,0.774615406990051
"Germany","GERMANY","DEU",2021-06-22,2.08347916603088
"Germany","GERMANY","DEU",2021-06-23,1.36049866676331
"Germany","GERMANY","DEU",2021-06-24,1.40109014511108
"Germany","GERMANY","DEU",2021-06-25,1.11441957950592
"Germany","GERMANY","DEU",2021-06-26,0.123207472264767
"Germany","GERMANY","DEU",2021-06-27,0.0153500540181994
"Germany","GERMANY","DEU",2021-06-28,0.00037397257983684
"Germany","GERMANY","DEU",2021-06-29,0.211063131690025
"Germany","GERMANY","DEU",2021-06-30,2.18823409080505
"Germany","GERMANY","DEU",2021-07-01,3.50081276893616
"Germany","GERMANY","DEU",2021-07-02,1.55213332176208
"Germany","GERMANY","DEU",2021-07-03,0.263736873865128
"Germany","GERMANY","DEU",2021-07-04,0.317530184984207
"Germany","GERMANY","DEU",2021-07-05,0.635450422763824
"Germany","GERMANY","DEU",2021-07-06,0.165325358510017
"Germany","GERMANY","DEU",2021-07-07,0.326270908117294
"Germany","GERMANY","DEU",2021-07-08,0.593031108379364
"Germany","GERMANY","DEU",2021-07-09,1.25030159950256
"Germany","GERMANY","DEU",2021-07-10,0.257565677165985
"Germany","GERMANY","DEU",2021-07-11,0.640659034252167
"Germany","GERMANY","DEU",2021-07-12,0.0169648509472608
"Germany","GERMANY","DEU",2021-07-13,0.616095006465912
"Germany","GERMANY","DEU",2021-07-14,1.29903090000153
"Germany","GERMANY","DEU",2021-07-15,0.723615765571594
"Germany","GERMANY","DEU",2021-07-16,0.354985177516937
"Germany","GERMANY","DEU",2021-07-17,0.0594367198646069
"Germany","GERMANY","DEU",2021-07-18,0.0251511130481958
"Germany","GERMANY","DEU",2021-07-19,0.694404542446136
"Germany","GERMANY","DEU",2021-07-20,1.01083743572235
"Germany","GERMANY","DEU",2021-07-21,0.372825294733047
"Germany","GERMANY","DEU",2021-07-22,0.192631736397743
"Germany","GERMANY","DEU",2021-07-23,0.330127507448196
"Germany","GERMANY","DEU",2021-07-24,0.0284579284489155
"Germany","GERMANY","DEU",2021-07-25,0.0418488681316376
"Germany","GERMANY","DEU",2021-07-26,0.0401988178491592
"Germany","GERMANY","DEU",2021-07-27,0.0659573376178741
"Germany","GERMANY","DEU",2021-07-28,0.205289393663406
"Germany","GERMANY","DEU",2021-07-29,0.394131243228912
"Germany","GERMANY","DEU",2021-07-30,0.031887598335743
"Germany","GERMANY","DEU",2021-07-31,0.566925287246704
"Germany","GERMANY","DEU",2021-08-01,2.05905628204346
"Germany","GERMANY","DEU",2021-08-02,2.42658829689026
"Germany","GERMANY","DEU",2021-08-03,2.64692378044128
"Germany","GERMANY","DEU",2021-08-04,1.81413900852203
"Germany","GERMANY","DEU",2021-08-05,0.981021165847778
"Germany","GERMANY","DEU",2021-08-06,0.719213128089905
"Germany","GERMANY","DEU",2021-08-07,0.942571878433228
"Germany","GERMANY","DEU",2021-08-08,1.69376587867737
"Germany","GERMANY","DEU",2021-08-09,1.27209877967834
"Germany","GERMANY","DEU",2021-08-10,0.88768994808197
"Germany","GERMANY","DEU",2021-08-11,0.346821546554565
"Germany","GERMANY","DEU",2021-08-12,0.00125270697753876
"Germany","GERMANY","DEU",2021-08-13,3.2875090255402e-05
"Germany","GERMANY","DEU",2021-08-14,0.0311520900577307
"Germany","GERMANY","DEU",2021-08-15,0.00819733552634716
"Germany","GERMANY","DEU",2021-08-16,1.56064999103546
"Germany","GERMANY","DEU",2021-08-17,4.09543371200562
"Germany","GERMANY","DEU",2021-08-18,2.27652096748352
"Germany","GERMANY","DEU",2021-08-19,1.09695780277252
"Germany","GERMANY","DEU",2021-08-20,0.762808740139008
"Germany","GERMANY","DEU",2021-08-21,0.209254384040833
"Germany","GERMANY","DEU",2021-08-22,0.841024458408356
"Germany","GERMANY","DEU",2021-08-23,1.85102939605713
"Germany","GERMANY","DEU",2021-08-24,3.08302664756775
"Germany","GERMANY","DEU",2021-08-25,2.87166023254395
"Germany","GERMANY","DEU",2021-08-26,3.65370488166809
"Germany","GERMANY","DEU",2021-08-27,4.43346214294434
"Germany","GERMANY","DEU",2021-08-28,4.08289098739624
"Germany","GERMANY","DEU",2021-08-29,3.77906012535095
"Germany","GERMANY","DEU",2021-08-30,2.55514287948608
"Germany","GERMANY","DEU",2021-08-31,2.66079187393188
"Germany","GERMANY","DEU",2021-09-01,3.11008858680725
"Germany","GERMANY","DEU",2021-09-02,2.70793104171753
"Germany","GERMANY","DEU",2021-09-03,1.76012337207794
"Germany","GERMANY","DEU",2021-09-04,2.20590400695801
"Germany","GERMANY","DEU",2021-09-05,1.87309992313385
"Germany","GERMANY","DEU",2021-09-06,1.40490543842316
"Germany","GERMANY","DEU",2021-09-07,0.948850989341736
"Germany","GERMANY","DEU",2021-09-08,0.403410583734512
"Germany","GERMANY","DEU",2021-09-09,0.032556589692831
"Germany","GERMANY","DEU",2021-09-10,0.0641123428940773
"Germany","GERMANY","DEU",2021-09-11,0.34083765745163
"Germany","GERMANY","DEU",2021-09-12,1.12352216243744
"Germany","GERMANY","DEU",2021-09-13,2.15139031410217
"Germany","GERMANY","DEU",2021-09-14,0.620808184146881
"Germany","GERMANY","DEU",2021-09-15,0.19358417391777
"Germany","GERMANY","DEU",2021-09-16,2.19106721878052
"Germany","GERMANY","DEU",2021-09-17,3.59897470474243
"Germany","GERMANY","DEU",2021-09-18,3.81437540054321
"Germany","GERMANY","DEU",2021-09-19,5.17316246032715
"Germany","GERMANY","DEU",2021-09-20,6.03771829605103
"Germany","GERMANY","DEU",2021-09-21,6.12231302261353
"Germany","GERMANY","DEU",2021-09-22,5.63760280609131
"Germany","GERMANY","DEU",2021-09-23,3.8906409740448
"Germany","GERMANY","DEU",2021-09-24,2.8544909954071
"Germany","GERMANY","DEU",2021-09-25,1.74504840373993
"Germany","GERMANY","DEU",2021-09-26,0.565737247467041
"Germany","GERMANY","DEU",2021-09-27,1.32660555839539
"Germany","GERMANY","DEU",2021-09-28,4.61492729187012
"Germany","GERMANY","DEU",2021-09-29,5.88866996765137
"Germany","GERMANY","DEU",2021-09-30,7.59040069580078
"Germany","GERMANY","DEU",2021-10-01,5.84711265563965
"Germany","GERMANY","DEU",2021-10-02,3.44786834716797
"Germany","GERMANY","DEU",2021-10-03,1.46224677562714
"Germany","GERMANY","DEU",2021-10-04,5.45572090148926
"Germany","GERMANY","DEU",2021-10-05,6.02803421020508
"Germany","GERMANY","DEU",2021-10-06,7.13054990768433
"Germany","GERMANY","DEU",2021-10-07,7.5429744720459
"Germany","GERMANY","DEU",2021-10-08,7.55068445205688
"Germany","GERMANY","DEU",2021-10-09,8.7950439453125
"Germany","GERMANY","DEU",2021-10-10,10.6909379959106
"Germany","GERMANY","DEU",2021-10-11,9.67173290252686
"Germany","GERMANY","DEU",2021-10-12,9.66939926147461
"Germany","GERMANY","DEU",2021-10-13,10.6471061706543
"Germany","GERMANY","DEU",2021-10-14,8.48215103149414
"Germany","GERMANY","DEU",2021-10-15,8.69292449951172
"Germany","GERMANY","DEU",2021-10-16,10.5620899200439
"Germany","GERMANY","DEU",2021-10-17,9.91472434997559
"Germany","GERMANY","DEU",2021-10-18,8.90697002410889
"Germany","GERMANY","DEU",2021-10-19,6.07519912719727
"Germany","GERMANY","DEU",2021-10-20,3.24522089958191
"Germany","GERMANY","DEU",2021-10-21,7.0652289390564
"Germany","GERMANY","DEU",2021-10-22,10.9943771362305
"Germany","GERMANY","DEU",2021-10-23,11.25465965271
"Germany","GERMANY","DEU",2021-10-24,11.7675266265869
"Germany","GERMANY","DEU",2021-10-25,10.617470741272
