"Date","RH"
2021-03-09,75.04812
2021-03-10,73.56126
2021-03-11,77.682144
2021-03-12,71.57499
2021-03-13,78.33509
2021-03-14,82.36675
2021-03-15,85.41477
2021-03-16,79.99445
2021-03-17,82.85533
2021-03-18,82.85161
2021-03-19,78.43928
2021-03-20,66.3148
2021-03-21,74.18402
2021-03-22,75.239845
2021-03-23,78.51277
2021-03-24,70.065765
2021-03-25,69.63554
2021-03-26,66.00554
2021-03-27,73.513214
2021-03-28,66.90782
2021-03-29,56.333286
2021-03-30,53.413082
2021-03-31,51.324924
2021-04-01,62.51354
2021-04-02,72.307976
2021-04-03,63.858833
2021-04-04,67.80099
2021-04-05,72.98729
2021-04-06,77.79469
2021-04-07,78.707245
2021-04-08,66.17878
2021-04-09,58.174923
2021-04-10,74.095634
2021-04-11,76.47457
2021-04-12,77.92358
2021-04-13,72.13905
2021-04-14,71.367775
2021-04-15,67.29618
2021-04-16,65.70773
2021-04-17,69.57914
2021-04-18,80.05454
2021-04-19,80.81376
2021-04-20,69.61953
2021-04-21,64.30477
2021-04-22,60.30748
2021-04-23,59.01898
2021-04-24,58.661404
2021-04-25,55.48642
2021-04-26,50.576694
2021-04-27,47.30266
2021-04-28,50.400936
2021-04-29,74.06167
2021-04-30,77.52024
2021-05-01,77.33589
2021-05-02,77.78872
2021-05-03,66.0398
2021-05-04,66.602356
2021-05-05,72.60721
2021-05-06,74.30231
2021-05-07,74.45691
2021-05-08,60.176918
2021-05-09,51.312912
2021-05-10,59.34347
2021-05-11,81.82383
2021-05-12,86.18237
2021-05-13,84.84497
2021-05-14,79.18872
2021-05-15,79.51782
2021-05-16,79.52036
2021-05-17,81.20227
2021-05-18,80.131165
2021-05-19,78.14669
2021-05-20,72.41135
2021-05-21,67.40253
2021-05-22,71.40285
2021-05-23,71.35792
2021-05-24,66.860245
2021-05-25,75.76375
2021-05-26,80.036415
2021-05-27,83.205666
2021-05-28,74.8057
2021-05-29,71.23444
2021-05-30,62.95639
2021-05-31,57.021214
2021-06-01,55.82702
2021-06-02,56.832485
2021-06-03,61.997696
2021-06-04,71.49874
2021-06-05,79.60095
2021-06-06,84.29276
2021-06-07,79.12171
2021-06-08,74.37865
2021-06-09,70.28485
2021-06-10,68.60153
2021-06-11,66.49395
2021-06-12,70.0084
2021-06-13,61.711876
2021-06-14,58.333443
2021-06-15,62.391453
2021-06-16,58.87929
2021-06-17,52.732655
2021-06-18,56.37323
2021-06-19,61.44597
2021-06-20,68.46479
2021-06-21,75.56244
2021-06-22,79.39809
2021-06-23,78.207634
2021-06-24,81.98718
2021-06-25,76.257095
2021-06-26,68.98521
2021-06-27,66.73203
2021-06-28,66.79338
2021-06-29,80.07072
2021-06-30,86.711044
2021-07-01,88.167786
2021-07-02,77.673706
2021-07-03,70.10502
2021-07-04,76.3467
2021-07-05,80.97522
2021-07-06,75.19371
2021-07-07,76.74972
2021-07-08,83.607445
2021-07-09,87.62356
2021-07-10,75.68148
2021-07-11,78.64172
2021-07-12,75.20744
2021-07-13,82.15932
2021-07-14,86.52173
2021-07-15,81.059586
2021-07-16,80.83595
2021-07-17,78.54927
2021-07-18,71.60841
2021-07-19,69.964165
2021-07-20,68.98732
2021-07-21,69.42148
2021-07-22,67.44407
2021-07-23,67.61371
2021-07-24,69.25693
2021-07-25,74.4261
2021-07-26,75.86491
2021-07-27,73.99921
2021-07-28,77.21659
2021-07-29,65.40881
2021-07-30,63.617653
2021-07-31,68.59973
2021-08-01,80.728264
2021-08-02,77.14904
2021-08-03,77.99769
2021-08-04,78.424644
2021-08-05,79.93053
2021-08-06,79.479614
2021-08-07,77.923164
2021-08-08,74.56334
2021-08-09,71.048996
2021-08-10,76.330376
2021-08-11,73.45186
2021-08-12,67.72863
2021-08-13,68.61053
2021-08-14,66.52383
2021-08-15,68.69245
2021-08-16,77.75462
2021-08-17,77.904015
2021-08-18,80.74342
2021-08-19,80.61557
2021-08-20,78.58193
2021-08-21,72.65446
2021-08-22,84.087654
2021-08-23,81.10443
2021-08-24,75.06
2021-08-25,74.22604
2021-08-26,81.131874
2021-08-27,85.452385
2021-08-28,87.90358
2021-08-29,92.16898
2021-08-30,87.56518
2021-08-31,81.07085
2021-09-01,79.17573
2021-09-02,77.72464
2021-09-03,75.004555
2021-09-04,76.45644
2021-09-05,74.51219
2021-09-06,71.71621
2021-09-07,72.55213
2021-09-08,69.5374
2021-09-09,69.574425
2021-09-10,80.377014
2021-09-11,85.34385
2021-09-12,81.049545
2021-09-13,78.710686
2021-09-14,76.19509
2021-09-15,87.33868
2021-09-16,85.94599
2021-09-17,82.17495
2021-09-18,81.63939
2021-09-19,78.577385
2021-09-20,76.32142
2021-09-21,75.75035
2021-09-22,79.749306
2021-09-23,74.86427
2021-09-24,79.7043
2021-09-25,79.55288
2021-09-26,81.32599
2021-09-27,85.64568
2021-09-28,82.86469
2021-09-29,84.02113
2021-09-30,73.45129
2021-10-01,69.243866
2021-10-02,75.554726
2021-10-03,70.086624
2021-10-04,83.562195
2021-10-05,89.11671
2021-10-06,83.08254
2021-10-07,84.46378
2021-10-08,83.66839
2021-10-09,74.3714
2021-10-10,74.62834
2021-10-11,84.46604
2021-10-12,87.157814
2021-10-13,84.74214
2021-10-14,88.526306
2021-10-15,82.67164
2021-10-16,83.341156
2021-10-17,82.51542
2021-10-18,82.18942
2021-10-19,85.426575
2021-10-20,76.24384
2021-10-21,76.08544
2021-10-22,78.73206
2021-10-23,79.97146
2021-10-24,77.17294
2021-10-25,81.19467
2021-10-26,85.40592
2021-10-27,86.56499
2021-10-28,85.055084
2021-10-29,81.10692
2021-10-30,79.43514
2021-10-31,77.98111
2021-11-01,83.89034
2021-11-02,89.05886
2021-11-03,90.88219
2021-11-04,92.13582
2021-11-05,89.34405
2021-11-06,86.68223
2021-11-07,85.03094
2021-11-08,87.530045
2021-11-09,83.61037
2021-11-10,86.9725
2021-11-11,91.77561
2021-11-12,92.344284
2021-11-13,92.06881
2021-11-14,90.96313
2021-11-15,87.340225
2021-11-16,90.68775
2021-11-17,90.39925
2021-11-18,88.143585
2021-11-19,90.12317
2021-11-20,87.7892
2021-11-21,90.10195
2021-11-22,86.227135
2021-11-23,89.311935
2021-11-24,88.158264
2021-11-25,85.77499
2021-11-26,87.56915
2021-11-27,88.57059
2021-11-28,91.99601
2021-11-29,90.243225
2021-11-30,87.74876
2021-12-01,86.55343
2021-12-02,84.739174
2021-12-03,84.03436
2021-12-04,91.633354
2021-12-05,90.352615
2021-12-06,90.66593
2021-12-07,87.55615
2021-12-08,88.09748
2021-12-09,91.32756
2021-12-10,89.743324
2021-12-11,91.83936
2021-12-12,91.95716
2021-12-13,95.427216
2021-12-14,94.037315
2021-12-15,93.12613
2021-12-16,92.811905
2021-12-17,92.61482
2021-12-18,93.95045
2021-12-19,89.04574
2021-12-20,85.35174
2021-12-21,89.20614
2021-12-22,87.76576
2021-12-23,84.47708
2021-12-24,89.629524
2021-12-25,85.64538
2021-12-26,83.33351
2021-12-27,87.91867
2021-12-28,91.28444
2021-12-29,94.13972
2021-12-30,93.19855
2021-12-31,86.24075
2022-01-01,87.52047
2022-01-02,82.74667
2022-01-03,81.59867
2022-01-04,89.59044
2022-01-05,84.56838
2022-01-06,84.41254
2022-01-07,88.656784
2022-01-08,87.38087
2022-01-09,87.94577
2022-01-10,92.683334
2022-01-11,89.75235
2022-01-12,89.15398
2022-01-13,90.15081
2022-01-14,89.43452
2022-01-15,92.477936
2022-01-16,90.50276
2022-01-17,84.593895
2022-01-18,88.79823
2022-01-19,86.113556
2022-01-20,78.99961
2022-01-21,82.489586
2022-01-22,91.57093
2022-01-23,91.808754
2022-01-24,89.16473
2022-01-25,91.37883
2022-01-26,90.209496
2022-01-27,86.03538
2022-01-28,78.29538
2022-01-29,84.28376
2022-01-30,70.06837
2022-01-31,86.0403
2022-02-01,87.75028
2022-02-02,80.715744
2022-02-03,91.46053
2022-02-04,85.66177
2022-02-05,76.852104
2022-02-06,83.79923
2022-02-07,78.898224
2022-02-08,84.597
2022-02-09,82.50272
2022-02-10,83.4365
2022-02-11,83.20477
2022-02-12,76.119286
2022-02-13,67.69101
2022-02-14,66.03544
2022-02-15,79.66597
2022-02-16,85.958954
2022-02-17,71.11019
2022-02-18,74.42292
2022-02-19,64.03937
2022-02-20,82.40375
2022-02-21,77.76757
2022-02-22,79.01066
2022-02-23,72.75533
2022-02-24,72.663
2022-02-25,79.02002
2022-02-26,77.58117
2022-02-27,72.91396
2022-02-28,66.62369
2022-03-01,58.723587
2022-03-02,62.946175
2022-03-03,68.81423
2022-03-04,71.7149
2022-03-05,66.46528
2022-03-06,65.271736
2022-03-07,64.52297
2022-03-08,58.98693
2022-03-09,55.808628
2022-03-10,54.310616
2022-03-11,42.564396
2022-03-12,41.387196
2022-03-13,40.857212
2022-03-14,64.543655
2022-03-15,84.01061
2022-03-16,80.664345
2022-03-17,78.15259
2022-03-18,71.73434
2022-03-19,63.61862
2022-03-20,48.903812
2022-03-21,47.799217
2022-03-22,46.444035
2022-03-23,47.969086
2022-03-24,51.6895
2022-03-25,54.654945
2022-03-26,62.25678
2022-03-27,67.8099
2022-03-28,66.16597
2022-03-29,64.47245
2022-03-30,76.753525
2022-03-31,77.71118
2022-04-01,74.24736
2022-04-02,70.24472
2022-04-03,67.94361
2022-04-04,74.91769
2022-04-05,84.866295
2022-04-06,76.49034
2022-04-07,74.483475
2022-04-08,75.252625
2022-04-09,75.84303
2022-04-10,72.97915
2022-04-11,61.610237
2022-04-12,53.31724
2022-04-13,57.797054
2022-04-14,75.66535
2022-04-15,78.82377
2022-04-16,60.950073
2022-04-17,51.993362
2022-04-18,52.874348
2022-04-19,55.043694
2022-04-20,60.48934
2022-04-21,69.965126
2022-04-22,70.82596
2022-04-23,64.98013
2022-04-24,72.95918
2022-04-25,79.406815
2022-04-26,76.853096
2022-04-27,68.623055
2022-04-28,63.35075
2022-04-29,62.758083
2022-04-30,71.03486
2022-05-01,69.862785
2022-05-02,64.25467
2022-05-03,66.556335
2022-05-04,70.095436
2022-05-05,69.805016
2022-05-06,67.26995
2022-05-07,68.83823
2022-05-08,67.33466
2022-05-09,60.15
2022-05-10,58.282406
2022-05-11,57.260742
2022-05-12,59.757343
2022-05-13,65.813774
2022-05-14,61.04702
2022-05-15,57.780495
2022-05-16,65.81177
2022-05-17,71.96663
2022-05-18,59.124382
2022-05-19,61.01359
2022-05-20,72.02274
2022-05-21,69.10856
2022-05-22,64.51006
2022-05-23,67.25971
2022-05-24,75.40466
2022-05-25,65.59745
2022-05-26,65.3503
2022-05-27,69.36898
2022-05-28,65.11743
2022-05-29,73.51143
2022-05-30,69.884544
2022-05-31,64.12563
2022-06-01,69.49533
2022-06-02,65.015976
2022-06-03,62.90171
2022-06-04,69.460686
2022-06-05,73.39554
2022-06-06,71.06145
2022-06-07,72.42591
2022-06-08,73.739655
2022-06-09,77.06222
2022-06-10,65.53118
2022-06-11,61.376213
2022-06-12,57.516052
2022-06-13,63.436237
2022-06-14,59.08105
2022-06-15,53.304764
2022-06-16,55.7709
2022-06-17,51.835228
2022-06-18,49.47222
2022-06-19,57.333145
2022-06-20,72.635506
2022-06-21,60.684193
2022-06-22,61.387955
2022-06-23,56.521145
2022-06-24,68.85422
2022-06-25,68.73735
2022-06-26,65.54271
2022-06-27,74.2134
2022-06-28,65.184494
2022-06-29,67.476845
2022-06-30,66.86702
2022-07-01,80.25222
2022-07-02,58.771587
2022-07-03,54.538273
2022-07-04,60.270794
2022-07-05,56.2092
2022-07-06,59.649944
2022-07-07,77.946846
2022-07-08,68.11083
2022-07-09,69.5115
2022-07-10,66.93684
2022-07-11,70.144684
2022-07-12,60.89973
2022-07-13,52.208637
2022-07-14,56.06357
2022-07-15,58.00118
2022-07-16,55.528732
2022-07-17,50.43119
2022-07-18,44.171955
2022-07-19,37.716778
2022-07-20,41.899334
2022-07-21,70.34139
2022-07-22,66.943306
2022-07-23,66.44621
2022-07-24,54.57007
2022-07-25,51.8917
2022-07-26,65.52863
2022-07-27,60.095226
2022-07-28,55.06626
2022-07-29,59.292084
2022-07-30,67.21983
2022-07-31,63.150986
2022-08-01,69.91785
2022-08-02,59.95526
2022-08-03,51.197838
2022-08-04,48.839294
2022-08-05,68.50213
2022-08-06,60.366833
2022-08-07,53.812637
2022-08-08,53.216328
2022-08-09,52.64296
2022-08-10,49.9224
2022-08-11,45.922127
2022-08-12,45.89234
2022-08-13,52.579056
2022-08-14,55.65291
2022-08-15,65.93733
2022-08-16,62.02862
2022-08-17,59.84149
2022-08-18,73.3099
2022-08-19,79.67358
2022-08-20,79.312126
2022-08-21,65.09083
2022-08-22,61.482937
2022-08-23,58.41701
2022-08-24,60.682987
2022-08-25,65.86644
2022-08-26,76.4307
2022-08-27,83.758354
2022-08-28,71.58741
2022-08-29,68.97906
2022-08-30,65.241005
2022-08-31,69.151634
2022-09-01,63.383163
2022-09-02,56.72428
2022-09-03,61.300076
2022-09-04,63.72741
2022-09-05,59.7617
2022-09-06,64.99636
2022-09-07,71.41327
2022-09-08,82.94947
2022-09-09,79.95862
2022-09-10,85.2271
2022-09-11,84.10106
2022-09-12,74.48901
2022-09-13,75.38259
2022-09-14,85.075966
2022-09-15,80.70162
2022-09-16,79.11945
2022-09-17,81.30068
2022-09-18,82.597984
2022-09-19,83.028885
2022-09-20,80.883934
2022-09-21,76.368034
2022-09-22,71.79392
2022-09-23,71.1133
2022-09-24,82.71747
2022-09-25,85.68853
2022-09-26,80.94442
2022-09-27,87.10802
2022-09-28,87.10067
2022-09-29,84.7971
2022-09-30,78.54773
2022-10-01,86.72685
2022-10-02,86.980835
2022-10-03,83.74515
2022-10-04,80.67337
2022-10-05,77.15514
2022-10-06,72.59024
2022-10-07,77.54339
2022-10-08,81.45631
2022-10-09,77.38798
2022-10-10,78.38216
2022-10-11,81.70136
2022-10-12,81.50877
2022-10-13,86.934875
2022-10-14,89.26413
2022-10-15,89.07717
2022-10-16,82.41208
2022-10-17,81.50098
2022-10-18,88.375496
2022-10-19,83.9668
2022-10-20,82.35929
2022-10-21,90.006096
2022-10-22,88.34721
2022-10-23,85.331825
2022-10-24,82.334145
2022-10-25,85.10851
2022-10-26,86.31793
2022-10-27,84.64957
2022-10-28,76.89979
2022-10-29,82.18741
2022-10-30,79.49302
2022-10-31,87.49156
2022-11-01,80.89102
2022-11-02,77.48114
2022-11-03,81.77404
2022-11-04,87.395004
2022-11-05,87.34106
2022-11-06,81.89825
2022-11-07,80.66074
2022-11-08,76.44497
2022-11-09,81.44196
2022-11-10,84.595085
2022-11-11,84.864174
2022-11-12,87.71311
2022-11-13,84.763435
2022-11-14,85.89356
2022-11-15,84.288795
2022-11-16,89.932816
2022-11-17,87.96615
2022-11-18,88.48912
2022-11-19,86.60439
2022-11-20,88.33643
2022-11-21,88.55649
2022-11-22,88.826256
2022-11-23,87.09394
2022-11-24,90.82221
2022-11-25,92.504745
2022-11-26,93.543816
2022-11-27,88.28919
2022-11-28,86.205536
2022-11-29,93.87362
2022-11-30,92.37359
2022-12-01,89.968285
2022-12-02,90.177185
2022-12-03,88.68287
2022-12-04,91.92338
2022-12-05,95.2558
2022-12-06,93.1837
2022-12-07,89.23118
2022-12-08,90.39955
2022-12-09,92.25182
2022-12-10,89.28528
2022-12-11,87.093956
2022-12-12,86.90793
2022-12-13,84.67668
2022-12-14,85.10644
2022-12-15,88.145805
2022-12-16,88.27513
2022-12-17,90.03273
2022-12-18,84.47461
2022-12-19,84.89662
2022-12-20,86.41132
2022-12-21,94.16533
2022-12-22,92.10146
2022-12-23,94.26679
2022-12-24,89.400246
2022-12-25,92.892296
2022-12-26,86.75913
2022-12-27,83.51584
2022-12-28,83.1585
2022-12-29,77.43454
2022-12-30,83.00929
2022-12-31,78.887764
