"Date","HDDwind"
2018-01-01,11.3977565765381
2018-01-02,12.7108135223389
2018-01-03,13.1961841583252
2018-01-04,11.1259155273438
2018-01-05,9.98477172851562
2018-01-06,10.2661933898926
2018-01-07,14.3429937362671
2018-01-08,15.0658855438232
2018-01-09,12.9388971328735
2018-01-10,11.110408782959
2018-01-11,11.5531740188599
2018-01-12,12.1779222488403
2018-01-13,13.9257774353027
2018-01-14,15.9996347427368
2018-01-15,15.7064094543457
2018-01-16,14.0322799682617
2018-01-17,16.2781257629395
2018-01-18,15.1185846328735
2018-01-19,14.4720783233643
2018-01-20,14.7676467895508
2018-01-21,15.0381765365601
2018-01-22,13.8049631118774
2018-01-23,11.4410219192505
2018-01-24,8.76565551757812
2018-01-25,8.64245223999023
2018-01-26,9.68393516540527
2018-01-27,11.39426612854
2018-01-28,10.9202938079834
2018-01-29,10.0953788757324
2018-01-30,11.7110996246338
2018-01-31,11.7340574264526
2018-02-01,14.2319793701172
2018-02-02,14.5213537216187
2018-02-03,14.551944732666
2018-02-04,16.3651466369629
2018-02-05,17.4420299530029
2018-02-06,18.1158142089844
2018-02-07,17.5418720245361
2018-02-08,17.6762428283691
2018-02-09,17.3518085479736
2018-02-10,15.5914087295532
2018-02-11,15.4949760437012
2018-02-12,15.9330472946167
2018-02-13,16.7485256195068
2018-02-14,17.4881896972656
2018-02-15,16.2864360809326
2018-02-16,13.2796611785889
2018-02-17,15.0049800872803
2018-02-18,15.3558874130249
2018-02-19,15.5316114425659
2018-02-20,16.2043342590332
2018-02-21,16.9803886413574
2018-02-22,18.2108097076416
2018-02-23,19.232837677002
2018-02-24,20.1864948272705
2018-02-25,22.3942222595215
2018-02-26,23.7937793731689
2018-02-27,24.3897228240967
2018-02-28,26.3020172119141
2018-03-01,24.3939361572266
2018-03-02,22.5004615783691
2018-03-03,19.4523181915283
2018-03-04,14.7762842178345
2018-03-05,11.3068609237671
2018-03-06,12.2963714599609
2018-03-07,12.2725105285645
2018-03-08,12.0614862442017
2018-03-09,10.9417486190796
2018-03-10,7.66113233566284
2018-03-11,5.63726854324341
2018-03-12,7.39466905593872
2018-03-13,10.5899353027344
2018-03-14,11.1320934295654
2018-03-15,12.245849609375
2018-03-16,13.2238330841064
2018-03-17,20.0302238464355
2018-03-18,21.0020484924316
2018-03-19,18.6956977844238
2018-03-20,17.0569305419922
2018-03-21,15.5944557189941
2018-03-22,14.8218364715576
2018-03-23,11.7942686080933
2018-03-24,10.8640604019165
2018-03-25,9.74144744873047
2018-03-26,10.5258865356445
2018-03-27,10.7628479003906
2018-03-28,10.8475513458252
2018-03-29,11.7106428146362
2018-03-30,9.9808349609375
2018-03-31,10.2670974731445
2018-04-01,12.649076461792
2018-04-02,9.20624732971191
2018-04-03,3.7398533821106
2018-04-04,4.34860706329346
2018-04-05,9.50985336303711
2018-04-06,9.21633911132812
2018-04-07,3.95453643798828
2018-04-08,1.54084551334381
2018-04-09,1.52865064144135
2018-04-10,2.4807493686676
2018-04-11,4.87336540222168
2018-04-12,2.94265651702881
2018-04-13,4.39033365249634
2018-04-14,3.93199515342712
2018-04-15,2.1788957118988
2018-04-16,2.61586689949036
2018-04-17,1.6654839515686
2018-04-18,0.309849441051483
2018-04-19,0.0592892058193684
2018-04-20,0.0423871204257011
2018-04-21,0.419693768024445
2018-04-22,0.276540100574493
2018-04-23,1.12501358985901
2018-04-24,3.45008611679077
2018-04-25,4.18325138092041
2018-04-26,7.31436157226562
2018-04-27,4.36466026306152
2018-04-28,2.35129547119141
2018-04-29,0.891041815280914
2018-04-30,4.1106538772583
2018-05-01,7.90524196624756
2018-05-02,4.99459266662598
2018-05-03,3.70035910606384
2018-05-04,3.35306930541992
2018-05-05,1.98928284645081
2018-05-06,0.57239305973053
2018-05-07,0.135518580675125
2018-05-08,0.0333483926951885
2018-05-09,0.0451217964291573
2018-05-10,1.67238759994507
2018-05-11,1.41714370250702
2018-05-12,0.0793465003371239
2018-05-13,0.668720781803131
2018-05-14,0.563743710517883
2018-05-15,1.10718595981598
2018-05-16,1.97253060340881
2018-05-17,3.87308192253113
2018-05-18,3.90357208251953
2018-05-19,2.47231698036194
2018-05-20,1.00408244132996
2018-05-21,0.1485475897789
2018-05-22,0.0203606709837914
2018-05-23,0.0174790062010288
2018-05-24,0.107518643140793
2018-05-25,0.0367192775011063
2018-05-26,0.00676939729601144
2018-05-27,0.0186565890908241
2018-05-28,0.0009846247266978
2018-05-29,0.0007266984321177
2018-05-30,0.00102609186433255
2018-05-31,0.00290201068855822
2018-06-01,0.00395867461338639
2018-06-02,0.00327534368261694
2018-06-03,0.00131935870740562
2018-06-04,0.0189549122005701
2018-06-05,0.0127552067860961
2018-06-06,0.00948955118656158
2018-06-07,0.00062130758306011
2018-06-08,0.00061747786821797
2018-06-09,0.00042811254388652
2018-06-10,0.00293201557360589
2018-06-11,0.0584726370871067
2018-06-12,0.752315938472748
2018-06-13,2.41131734848022
2018-06-14,0.574177086353302
2018-06-15,0.0130861066281796
2018-06-16,0.00201039551757276
2018-06-17,0.110575199127197
2018-06-18,0.0395762398838997
2018-06-19,0.027009941637516
2018-06-20,0.00383159751072525
2018-06-21,1.33716118335724
2018-06-22,4.98440647125244
2018-06-23,3.77346968650818
2018-06-24,2.09562993049622
2018-06-25,0.608306169509888
2018-06-26,0.144820645451546
2018-06-27,0.0338619872927666
2018-06-28,0.215174168348312
2018-06-29,0.00471150130033493
2018-06-30,0.0421211235225201
2018-07-01,0.172690078616142
2018-07-02,0.0135588115081191
2018-07-03,0.00587469292804598
2018-07-04,0.00199794094078242
2018-07-05,0.0229272283613682
2018-07-06,0.0884485617280006
2018-07-07,0.149705976247787
2018-07-08,0.0236499346792698
2018-07-09,0.256174802780151
2018-07-10,0.887713432312012
2018-07-11,0.507622480392456
2018-07-12,0.0756234005093575
2018-07-13,0.0101471608504653
2018-07-14,0.0188617669045925
2018-07-15,0.0004403872299008
2018-07-16,0.00040240312227979
2018-07-17,0.00083915150025859
2018-07-18,0.00059166061691939
2018-07-19,0.00013264939479995
2018-07-20,0
2018-07-21,0.00108690303750336
2018-07-22,0.00357939675450325
2018-07-23,0.00046989772818051
2018-07-24,0
2018-07-25,0
2018-07-26,0
2018-07-27,0
2018-07-28,0
2018-07-29,0
2018-07-30,0
2018-07-31,0
2018-08-01,0
2018-08-02,0
2018-08-03,0
2018-08-04,0
2018-08-05,7.50530525692739e-05
2018-08-06,0
2018-08-07,0
2018-08-08,0
2018-08-09,0.00019819563021883
2018-08-10,0.0562876276671886
2018-08-11,0.370381504297256
2018-08-12,0.00168505369219928
2018-08-13,0.00165258662309497
2018-08-14,0.00204860442318022
2018-08-15,0.00053860165644437
