Fecha,EUA,CER,SPREAD (EUA - CER)
26.09.2022,69.88,0.00,69.88
27.09.2022,67.80,0.00,67.8
28.09.2022,64.81,0.00,64.81
29.09.2022,65.86,0.00,65.86
30.09.2022,66.11,0.00,66.11
03.10.2022,65.35,0.00,65.35
04.10.2022,66.47,0.00,66.47
05.10.2022,66.80,0.00,66.8
06.10.2022,68.70,0.00,68.7
07.10.2022,68.31,0.00,68.31
10.10.2022,66.53,0.00,66.53
11.10.2022,66.09,0.00,66.09
12.10.2022,66.37,0.00,66.37
13.10.2022,68.49,0.00,68.49
14.10.2022,67.77,0.00,67.77
17.10.2022,67.47,0.00,67.47
18.10.2022,67.53,0.00,67.53
19.10.2022,67.03,0.00,67.03
20.10.2022,68.21,0.00,68.21
21.10.2022,68.50,0.00,68.5
24.10.2022,71.89,0.00,71.89
25.10.2022,76.46,0.00,76.46
26.10.2022,74.98,0.00,74.98
27.10.2022,79.91,0.00,79.91
28.10.2022,80.92,0.00,80.92
31.10.2022,79.68,0.00,79.68
01.11.2022,76.47,0.00,76.47
02.11.2022,76.70,0.00,76.7
03.11.2022,76.05,0.00,76.05
04.11.2022,76.16,0.00,76.16
07.11.2022,77.27,0.00,77.27
08.11.2022,75.85,0.00,75.85
09.11.2022,72.55,0.00,72.55
10.11.2022,72.84,0.00,72.84
11.11.2022,75.64,0.00,75.64
14.11.2022,75.05,0.00,75.05
15.11.2022,75.64,0.00,75.64
16.11.2022,73.22,0.00,73.22
17.11.2022,72.24,0.00,72.24
18.11.2022,72.31,0.00,72.31
21.11.2022,74.45,0.00,74.45
22.11.2022,73.85,0.00,73.85
23.11.2022,75.88,0.00,75.88
24.11.2022,78.08,0.00,78.08
25.11.2022,78.68,0.00,78.68
28.11.2022,78.68,0.00,78.68
29.11.2022,81.12,0.00,81.12
30.11.2022,83.68,0.00,83.68
01.12.2022,84.89,0.00,84.89
02.12.2022,87.58,0.00,87.58
05.12.2022,87.26,0.00,87.26
06.12.2022,87.64,0.00,87.64
07.12.2022,87.98,0.00,87.98
08.12.2022,88.61,0.00,88.61
09.12.2022,87.76,0.00,87.76
12.12.2022,90.10,0.00,90.1
13.12.2022,88.59,0.00,88.59
14.12.2022,86.08,0.00,86.08
15.12.2022,85.48,0.00,85.48
16.12.2022,83.81,0.00,83.81
19.12.2022,84.11,0.00,84.11
20.12.2022,86.85,0.00,86.85
21.12.2022,84.62,0.00,84.62
22.12.2022,84.87,0.00,84.87
23.12.2022,85.68,0.00,85.68
26.12.2022,85.39,0.00,85.39
27.12.2022,85.02,0.00,85.02
28.12.2022,82.80,0.00,82.8
29.12.2022,81.30,0.00,81.3
30.12.2022,80.38,0.00,80.38
02.01.2023,83.18,0.00,83.18
03.01.2023,80.59,0.00,80.59
04.01.2023,76.40,0.00,76.4
05.01.2023,76.14,0.00,76.14
06.01.2023,74.67,0.00,74.67
09.01.2023,78.67,0.00,78.67
10.01.2023,77.66,0.00,77.66
11.01.2023,76.09,0.00,76.09
12.01.2023,77.34,0.00,77.34
13.01.2023,77.00,0.00,77
16.01.2023,75.15,0.00,75.15
17.01.2023,76.74,0.00,76.74
18.01.2023,80.44,0.00,80.44
19.01.2023,81.06,0.00,81.06
20.01.2023,82.23,0.00,82.23
23.01.2023,82.32,0.00,82.32
24.01.2023,79.88,0.00,79.88
25.01.2023,81.81,0.00,81.81
26.01.2023,86.42,0.00,86.42
27.01.2023,86.14,0.00,86.14
30.01.2023,86.53,0.00,86.53
31.01.2023,89.85,0.00,89.85
01.02.2023,92.19,0.00,92.19
02.02.2023,89.81,0.00,89.81
03.02.2023,90.07,0.00,90.07
06.02.2023,87.73,0.00,87.73
07.02.2023,87.38,0.00,87.38
08.02.2023,87.28,0.00,87.28
09.02.2023,87.90,0.00,87.9
10.02.2023,89.93,0.00,89.93
13.02.2023,89.17,0.00,89.17
14.02.2023,89.18,0.00,89.18
15.02.2023,91.22,0.00,91.22
16.02.2023,94.33,0.00,94.33
17.02.2023,93.07,0.00,93.07
